Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
31,Mali,ML,Mali,88,MLI,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: DHS, 2001",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"26,7",,,
30,Malawi,MW,Malawi,87,MWI,"Regional member Country  Low income  Moderately indebted    National currency: Malawi kwacha  National accounts base year: 1994  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,10,,,,,,,,,,,10,,,,,"10,1",,,
34,Morocco,MA,Maroc,86,MAR,"Regional member Country Lower middle income  Moderately indebted    National currency: Moroccan dirham  National accounts base year: 1980  SNA price valuation: VAbp  Latest population census:, 2004  Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,"25,8",,,,,"24,4",,"27,2",,,
14,Cote d'Ivoire,CI,Côte d'Ivoire,88,CIV,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1996  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,7,,"7,2",,,"6,9",,,,"5,1",,,,,,"5,7",
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,"23,8",,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"20,3",,,,,,,,,
49,Togo,TG,Togo,88,TGO,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1978  SNA price valuation: VAmkt  Latest population census: 1981  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,"32,3",,,,,"72,2",,,,,,,,,,,"38,68",,,
23,Guinea,GN,Guinée,88,GIN,"Regional member Country  Low income  Moderately indebted    National currency: Guinean franc  National accounts base year: 1991  SNA price valuation: VAmkt  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 1999",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"82,1",,,,,"81,7","81,6","81,5",,
38,Nigeria,NG,Nigéria,88,NGA,"Regional member Country  Low income  Severely indebted    National currency: Nigerian naira  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census:, 2006  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,"35,07",,,"28,3",,"21,3",,,,"30,7",,,,38,"30,7",,,"25,3",,
48,Tanzania,TZ,Tanzanie,85,TZA,"Regional member Country  Low income  Less indebted    National currency: Tanzania shilling  National accounts base year: 1992  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: AIS, 2003   Economic",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,"38,6",,,,,,,,
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"74,7","74,1",,
14,Cote d'Ivoire,CI,Côte d'Ivoire,88,CIV,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1996  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,9,,"10,4",,,"10,3",,,,"12,9",,,,,,"18,2",
16,Egypt,EG,Egypte,86,EGY,"Regional member Country Lower middle income  Less indebted    National currency: Egyptian pound  National accounts base year: 2002  SNA price valuation: VAfc  Latest population census: 1996  Latest demographic, household, or health survey: SPA, 2",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,"8,2",,,,,"6,3",,,,5,,,,,"3,6",,,,6,
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"51,1","51,3","51,3","51,3","51,4","51,4","51,4","51,4","51,4","51,5","51,5","51,4","50,9","50,4","50,2","50,2","50,2","50,2",
24,Guinea-Bissau,GW,Guinée Bissau,88,GNB,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1986  SNA price valuation: VAfc  Latest population census: 1991  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,"32,9",,,,,,,,,,25,,27,,,,"19,4",,17,
47,Swaziland,SZ,Swaziland,87,SWZ,"Regional member Country  Lower middle income  Less indebted    National currency: Swaziland lilangeni  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: MICS, 200",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,"10,3",,,,,,"9,6",,,
14,Cote d'Ivoire,CI,Côte d'Ivoire,88,CIV,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1996  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,"17,79",,"21,09",,,"24,06",,,,"23,34",,,,,,"23,75",
6,Burundi,BI,Burundi,85,BDI,"Regional member Country  Low income  Severely indebted    National currency: Burundi franc  National accounts base year: 1980  SNA price valuation: VAfc  Latest population census: 1990  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"74,1","74,5","75,1","75,6","76,2","76,7",77,"77,1","77,1","77,1","76,5","75,9","75,2","74,5",74,"73,7","73,7","73,2",
36,Namibia,NA,Namibie,87,NAM,"Regional member Country  Lower middle income  Debt not classified    National currency: Namibia dollar  National accounts base year: 1995  SNA price valuation: VAbp SNA93 Latest population census: 2001  Latest demographic, household, or health survey: DHS",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,24,"23,7","23,9","24,8","23,1","21,7","19,5","19,2","18,9","17,2","20,1","18,6","16,3","14,8","14,2","13,6","13,8","13,6",
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"16,2",,,,,"9,6",,,,
22,Ghana,GH,Ghana,88,GHA,"Regional member Country  Low income  Moderately indebted    National currency: Ghanian cedi  National accounts base year: 1993  SNA price valuation: VAmkt  Latest population census: 2000  Latest demographic, household, or health survey: SPA, 2002; DHS, 20",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,"36,5",,,,,,,"26,8",,,,,,,"18,2",,,
51,Uganda,UG,Ouganda,85,UGA,"Regional member Country  Low income  Less indebted    National currency: Uganda shilling  National accounts base year: 1998  SNA price valuation: Vabp data on fiscal year basis  Latest population census: 2002  Latest demographic, household, or health surv",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,"25,5",,,,,"22,8",,,,,,"20,4",,,
38,Nigeria,NG,Nigéria,88,NGA,"Regional member Country  Low income  Severely indebted    National currency: Nigerian naira  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census:, 2006  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"28,9","28,9","28,9",29,"29,1",29,"28,8","28,5","28,6","27,9","27,8","27,3","26,6","26,1","25,8","25,3","24,7","24,2",
23,Guinea,GN,Guinée,88,GIN,"Regional member Country  Low income  Moderately indebted    National currency: Guinean franc  National accounts base year: 1991  SNA price valuation: VAmkt  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 1999",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,"25,8",,,,
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,37,"37,1","37,1","36,9","36,6","38,4","37,9","37,5",37,"36,6","35,9","35,6","35,4","35,1","34,7","34,3","33,7","33,4",
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,"11,49",,,,,"13,09",,,,,"12,89","17,88","18,29","20,16","16,73","16,7","16,21","16,92","16,4",
30,Malawi,MW,Malawi,87,MWI,"Regional member Country  Low income  Moderately indebted    National currency: Malawi kwacha  National accounts base year: 1994  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,16,,,,,,,,,,,"18,6",,,,,"17,8",,,
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,"50,1",49,47,"59,22",44,,
48,Tanzania,TZ,Tanzanie,85,TZA,"Regional member Country  Low income  Less indebted    National currency: Tanzania shilling  National accounts base year: 1992  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: AIS, 2003   Economic",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,"38,6",,,,,,,,
44,Somalia,SO,Somalie,85,SOM,"Regional member Country  Low income  Severely indebted    National currency: Somali shilling  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1987  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,"43,2",,,,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20266305,Proportion of population below minimum level of dietary energy consumption (%),"The proportion of the population below the minimum level of dietary energy consumption referred to as the prevalence of undernourishment, is the percentage of the population that is undernourished or food deprived.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,,38,
24,Guinea-Bissau,GW,Guinée Bissau,88,GNB,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1986  SNA price valuation: VAfc  Latest population census: 1991  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,26,,,,,,,,,,,,"48,83",,,22,"21,8","21,5","21,2",
31,Mali,ML,Mali,88,MLI,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: DHS, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"39,5","39,3","39,9","39,9",39,"40,1","40,8","40,2","39,3","39,6","38,9","38,8","37,5","36,3",36,"35,7",35,"34,5",
16,Egypt,EG,Egypte,86,EGY,"Regional member Country Lower middle income  Less indebted    National currency: Egyptian pound  National accounts base year: 2002  SNA price valuation: VAfc  Latest population census: 1996  Latest demographic, household, or health survey: SPA, 2",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"7,1","3,4",,,,,,,,,3,,,,,"3,4",,,,
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"67,3",,,,,"69,2",69,"68,9",,
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"0,8",,,
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"60,3",,,,,"60,5","60,4","60,4",,
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"76,2",,,,,,,"83,65",,
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,"8,6",,,,
6,Burundi,BI,Burundi,85,BDI,"Regional member Country  Low income  Severely indebted    National currency: Burundi franc  National accounts base year: 1980  SNA price valuation: VAfc  Latest population census: 1990  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"81,3",,,
31,Mali,ML,Mali,88,MLI,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: DHS, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"18,8",,,
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"40,2",,,
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,79,"78,9","79,3","81,2","79,9","78,7","77,3",76,"74,7","73,4","71,8",70,"68,4",67,"66,1","65,7","64,5","64,1",
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,"1,7",,,,,"1,8",,,,,"1,9",,,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"77,7",,,,,"74,6","77,1",77,,
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,48,,,,,,
47,Swaziland,SZ,Swaziland,87,SWZ,"Regional member Country  Lower middle income  Less indebted    National currency: Swaziland lilangeni  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: MICS, 200",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"34,2","34,1","33,8","33,4","35,1","34,4","33,3","32,3","31,5","30,5","29,9","28,8",28,"27,3","26,7","26,1","25,8","25,5",
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,"91,2","51,8",,,
30,Malawi,MW,Malawi,87,MWI,"Regional member Country  Low income  Moderately indebted    National currency: Malawi kwacha  National accounts base year: 1994  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,"25,4",,,,,22,"20,5",14,
5,Burkina Faso,BF,Burkina Faso,88,BFA,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAbp  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,,"95,61",
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"41,5","41,5",,,,40,40,,,
16,Egypt,EG,Egypte,86,EGY,"Regional member Country Lower middle income  Less indebted    National currency: Egyptian pound  National accounts base year: 2002  SNA price valuation: VAfc  Latest population census: 1996  Latest demographic, household, or health survey: SPA, 2",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,"24,3","19,4",,,,,,,,,"16,7",,,,,"19,6",,,,
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,"7,2","7,2",,,,
